Acapulco de Juárez,Date,Tijuana,Mexicali,Ensenada,La Paz,Los Cabos,Campeche,Ciudad del Carmen,Torreón,Saltillo,Piedras Negras,Monclova,Acuña,Ramos Arizpe,Colima,Manzanillo,Villa de Álvarez,Tuxtla Gutiérrez,Tapachula,San Cristóbal de las Casas,Chihuahua,Juárez (Chihuahua),Delicias,Cuauhtémoc (Chihuahua),Nuevo Casas Grandes,Azcapotzalco,Coyoacán,Cuajimalpa de Morelos,Gustavo A. Madero,Iztacalco,Iztapalapa,La Magdalena Contreras,Álvaro Obregón (CDMX),Tláhuac,Tlalpan,Xochimilco,Benito Juárez (CDMX),Cuauhtémoc (CDMX),Miguel Hidalgo,Venustiano Carranza (CDMX),Durango,Gómez Palacio (Durango),León,Irapuato,Celaya,Guanajuato,Salamanca,San Miguel de Allende,Chilpancingo de los Bravo,Pachuca de Soto,Tulancingo de Bravo,Guadalajara,Puerto Vallarta,Lagos de Moreno,Tlaquepaque,Zapopan,Toluca,Texcoco,Cuautitlán,Atizapán de Zaragoza,Coacalco de Berriozábal,Cuautitlán Izcalli,Chalco,Ecatepec de Morelos,Ixtapaluca,Metepec (Edomex),Huixquilucan,Naucalpan de Juárez,Tultitlán,Nezahualcóyotl,Los Reyes La Paz,Tlalnepantla de Baz,Tecámac,Lerma,Morelia,Uruapan,Lázaro Cárdenas (Michoacán),Cuernavaca,Tepic,Bahía de Banderas,Monterrey,San Pedro Garza García,Guadalupe (NL),San Nicolás de los Garza,Gral. Escobedo,Santa Catarina (NL),Apodaca,Oaxaca de Juárez,Puebla,Tehuacán,San Andrés Cholula,Querétaro,San Juan del Río (querétaro),Corregidora,Othón P. Blanco,Benito Juárez (quintana roo),Solidaridad,San Luis Potosí,Ciudad Valles,Soledad de Graciano Sánchez,Culiacán,Mazatlán,Ahome,Guasave,Salvador Alvarado,Hermosillo,Cajeme,Nogales (sonora),Guaymas,San Luis Río Colorado,Navojoa,Centro,Nuevo Laredo,Tampico,Reynosa,Matamoros (tamaulipas),Victoria (tamaulipas),Ciudad Madero,Altamira,Apizaco,Tlaxcala,Veracruz,Xalapa,Coatzacoalcos,Boca del Río,Mérida,Zacatecas,Fresnillo,Guadalupe (Zacatecas)
794410,2024-05-01 00:00:00,6463790,4650775,1393265,1874210,1215700,660365,451242,2529269,3114116,642112,839681,403535,270942,513746,415341,204764,1179602,330494,148631,5505838,2909245,366401,482038,183255,18648089,2082178,757576,1797183,362669,1957378,271046,59056638,188111,1484954,366027,14398460,37938221,18586547,1108538,1235430,995581,2994296,762380,769799,1052349,218862,216619,303035,1138836,165645,4243882,793897,118586,778673,5142620,2133793,381592,184755,841347,515622,1079307,342630,1472480,394354,852319,1252852,2286555,321952,879138,228317,1556317,539265,255809,2020908,421823,279888,1146302,705023,314487,9989239,5502843,2217085,1985498,1028363,854564,2052234,674361,3162888,212018,574013,5321078,470718,618742,724461,3076123,1237927,3035327,316786,369223,3537868,1077204,1138058,314813,106179,4666292,1356479,797630,442348,397220,315301,2667951,619420,1189656,1613849,858568,1491799,478467,334720,166976,861993,1072662,1788723,714702,647949,3922593,511030,235586,322124
741736,2024-06-01 00:00:00,5965626,4346463,1377416,1774533,1198139,602532,425772,2366498,2828993,597568,789761,342582,254165,504119,391164,187408,1072444,314929,139781,5207564,2699750,352956,468873,177889,16484591,1885913,718953,1724222,343430,1898063,252285,46682694,176475,1392060,340282,13398290,35118121,16648362,1060532,1168566,905516,2883550,708011,735248,949364,209021,201107,286547,1060174,192745,4059429,743188,113705,721399,4885350,2033710,556289,172611,791914,494445,1041397,331375,1397315,369977,829277,1112636,2177428,305403,842718,221484,1509140,507100,242670,1905317,402626,266298,1090558,679326,294969,8780107,5061433,1985071,1781975,947456,757108,1879952,637739,2925218,200337,513110,5053741,443782,592420,641306,2850527,1189656,2805417,294852,341803,3340157,1048887,1095386,301017,101770,4392605,1308686,754710,437342,358927,310470,2570076,582370,1107173,1518623,793924,1339959,449931,324805,163726,812974,1041928,1617614,668301,617450,3586696,488059,223466,299538
864910,2024-07-01 00:00:00,6749590,4800884,1508306,1917639,1247436,673495,438337,2528353,3105617,602057,870197,354188,305087,543379,408150,206868,1210942,345014,157504,5640052,2862860,364183,489437,170167,19052603,1947896,721895,1774278,363304,2407170,249523,59653191,191178,1404800,357797,16538048,42014217,18791475,1096775,1255964,1028670,2976410,752536,750539,1108435,230353,229900,336095,1112628,200242,4332028,833565,120710,748245,5279057,2187101,400771,183336,814323,520548,1058318,350267,1466107,383164,893733,1011672,2198289,304759,865009,228799,1540681,544577,264364,2020751,411891,273050,1132175,741318,329241,10000099,6201148,2217726,1963997,1069926,880618,2143467,706779,3046230,214073,522835,5229490,485866,624536,699985,3046949,1268979,2997375,316066,366365,3569200,1158288,1108883,313752,98097,4546406,1310892,797335,466355,406090,306900,2695622,624552,1204468,1571405,869161,1559658,493232,348676,183606,1013527,1074440,1718360,705991,667631,3833498,528698,240345,325180
821681,2024-08-01 00:00:00,3595040,4515096,1402208,1751212,1158192,590992,436612,2092834,2000976,391520,512732,254388,186721,480836,328630,165742,1176694,333046,154773,4980484,2512247,348460,472304,174788,17862352,2008338,721721,1733903,363747,1873636,282927,54978084,184805,1407415,398379,14821232,36717298,14735770,1093628,1146451,591314,2813944,666548,730438,1010201,177607,226595,270708,1075190,205565,4090470,743687,119721,750601,4945135,1935096,576126,183563,815012,489487,1081099,324554,1463643,379538,822770,1026208,2221600,295495,861983,223772,1515849,521312,246644,1724587,407019,169685,1093813,700345,297179,7349413,1882691,1146326,1346686,515978,438182,1365331,679756,2936141,203213,568634,4747517,449755,610346,669141,2798589,1146399,2688088,293333,293927,3344502,1109957,1093765,306991,99672,4274093,1337558,769622,453282,392322,311603,2622472,464407,918690,1012441,506230,1301491,325154,339739,175960,148216,1052178,1682397,703584,669043,3466726,497742,233359,314151
703070,2024-09-01 00:00:00,6528064,4717790,1478174,1712305,1074283,642982,430722,2452423,2960878,637437,852497,317011,301889,520237,374782,204572,1157806,336899,150442,5698286,2982247,352154,476489,168160,18393579,1926788,730143,1717710,382603,2351281,290086,57211924,204157,1398735,418939,16017203,45484021,15410804,1082425,1202925,995807,2948275,726959,718965,1072016,217752,224983,281534,1058040,203938,4278010,708438,122721,794338,5151673,2144380,491648,188937,814983,469331,1066378,335143,1464278,377992,857418,1009889,2169146,322027,953407,225843,1512276,542048,238363,2037803,397873,262509,1068411,694601,279389,9890098,5471907,2162503,1973156,1093688,839332,2039549,656169,3002553,207019,594072,5191913,465251,615736,664751,2720601,1181462,2914083,298864,384213,3009135,996197,1122116,319786,93781,4418447,1345261,802042,441709,387882,297381,2640120,594113,1207814,1528984,812372,1467701,495371,355880,173391,995788,1017287,1746297,679195,638643,3837411,506599,231508,320089
704989,2024-10-01 00:00:00,6441994,4685103,1486283,1855619,1173582,657838,452568,2582809,3003610,662439,864778,314865,308359,545627,389575,215674,1228931,358414,153824,5843973,3025424,372628,516190,168960,18299452,1999313,747356,1759159,411923,2024553,301432,57650611,212992,1476288,423770,16520029,44738505,16142908,1062671,1229329,1015089,3005200,740851,753262,1075431,225963,239143,303405,1052239,212171,4447484,744066,129159,787321,5372318,2208213,453845,197707,850732,496340,1085444,341109,1535876,395344,876356,1011789,2294200,329359,898420,232518,1547772,543900,242919,2116541,430328,279958,1094529,734832,304396,10140050,5132565,2175645,1991214,1120820,835349,2059084,690071,3138088,217478,621208,5375588,530874,650654,660195,2772272,1232539,3000370,318285,403202,3352501,1020421,1195257,345538,99630,4600572,1398735,833756,457245,371322,320493,2662037,602730,1230113,1560288,839453,1454204,515944,374811,187860,919339,1060491,1722270,631192,652724,3710316,510044,241921,327488
796496,2024-11-01 00:00:00,6388042,4465849,1471063,1837280,1219174,652784,441441,2481695,2889442,666422,841462,317676,285305,531738,383493,202350,1250623,357805,158469,5742537,3341856,368424,750528,176458,17296954,2106681,790657,1791816,401105,2611096,283649,54949426,207781,1481030,417487,16934410,31855665,15816518,1034315,1244358,1022125,3060786,748908,756141,1044916,220890,252175,307574,1050088,213251,4419908,817369,125451,805243,5313177,2147943,429741,201221,833600,524120,1138466,332986,1525032,406964,878495,921376,2346701,331030,901314,237037,1531275,567835,257075,2113841,434537,272254,1134263,723593,337018,10725223,5083837,2196060,2024583,1174120,827081,2167049,734747,3214357,218969,600410,5329666,511928,648452,682613,2851622,1287092,2954269,311359,390595,3857905,1080309,1193944,343876,107119,4737549,1407733,811130,433840,356251,313359,2649899,586684,1214809,1570303,816706,1436961,498210,359238,184706,884462,1073295,1744926,666222,663243,3811506,508705,236711,323963
943371,2024-12-01 00:00:00,7182199,4897229,1622619,2012269,1392401,774206,518663,2805973,3383878,727958,986265,369772,289609,614300,428734,220769,1474512,448880,184933,5701859,4632893,428401,552795,196420,19169796,2292827,872217,2057206,419039,2734746,263894,60010939,219711,1632160,483445,19309853,29237166,16978039,1121817,1428451,1145497,3308227,858679,849712,1173125,251984,254620,353348,1239848,237577,4840745,922787,139848,822189,5959421,2434057,482139,232757,907737,637355,1282520,384944,1765281,470705,1024625,999892,2666921,365746,1048644,264149,1780094,619744,318566,2333846,476383,321390,1335225,823577,370180,12102203,5420174,2412847,2179351,1242094,912852,2284835,799812,3607026,252975,555749,5690437,579350,674249,765927,3267581,1469808,3477743,374124,397707,3751541,1217665,1363092,413536,131986,4952687,1539267,914438,492619,391438,380914,3023942,665478,1434118,1781033,900098,1697279,557454,382206,219457,1189170,1206504,2010509,769018,777375,4462842,583137,277560,361344
866702,2025-01-01 00:00:00,6570983,4436972,1477948,1814226,1315127,651848,441350,2414512,2918040,641889,851097,329823,262671,555117,422706,212760,1209159,357124,154256,4980885,4160175,350574,499121,172838,15778183,1960609,787787,1746217,387697,2484614,273308,52092577,207110,1442973,414815,17184117,29867198,15875567,982287,1250019,1090577,2922896,735866,745281,1007380,227421,248491,320917,1042944,217196,4228870,944880,120666,758837,5093587,2150819,405822,209085,810602,513461,1072249,326676,1474476,391169,860205,925474,2238478,334815,928492,225538,1506093,591467,241499,2178588,431654,288412,1102225,738568,391053,10889141,4651782,2165141,1875289,1119986,821043,2037575,709839,3027245,222834,544419,5085433,504749,632925,683374,2914599,1395072,2918567,322001,393878,3275596,1058193,1211270,368586,115607,4417250,1383792,812224,446485,380974,329755,2577988,597600,1199119,1542648,803398,1450894,501419,357681,188253,1150893,1075310,1723439,654775,654701,3998895,504937,241492,327463
780572,2025-02-01 00:00:00,6378950,4246322,1417126,1772885,1257728,612195,429188,2368801,2818854,617125,808621,315846,254593,512213,376992,199490,1125128,340331,140449,4829657,4151200,347725,490573,173847,11796018,1880803,737933,1640600,376991,2182550,281453,51281302,203197,1372341,356730,17082480,37508163,17570747,956019,1177730,1092057,2822269,706422,708831,961983,206382,250935,311301,978587,195771,4101514,894609,117799,753665,4942646,2019036,367562,199293,777128,462089,1019255,309877,1415853,367105,807354,884876,2071254,316841,866780,216580,1413191,505478,216974,2077375,393270,261715,1041733,687956,373315,11225820,5007871,2090448,1885225,1076460,826202,1974686,661341,2884410,212216,562973,4963715,475972,612936,629243,2709051,1272336,2804357,306118,388886,3238236,1027396,1160505,342167,107782,4355418,1319796,792638,436444,361342,307282,2480723,559517,1122638,1492030,776055,1423887,485525,347105,181348,1116463,972798,1621613,635382,614070,3790086,466946,228594,313259
875100,2025-03-01 00:00:00,7181298,4755203,1587050,1941492,1457251,649636,467332,2636640,3192416,704056,904149,354112,288248,576655,424181,221899,1265758,368952,161014,5179103,4538436,364634,509407,190995,4417132,2131245,913869,1879792,430020,2735278,312803,58083401,249328,1547137,401601,26565592,41992952,21669248,1083395,1308325,1187404,3194445,786773,782444,1092545,228424,279973,341852,1095617,220729,4545487,985327,129919,847024,5685864,2266748,419258,217138,869394,513669,1134071,334868,1577403,419434,925208,1018238,2364447,350616,975643,250142,1572351,592829,246454,2324212,431905,289786,1174728,730085,414564,12732678,5659324,2301780,2112594,1111866,926165,2109945,731774,3211196,231448,635765,5573873,540567,684146,689747,3014885,1365548,3108822,352791,438407,3526826,1141824,1283288,374160,120170,4814587,1441845,882121,478122,404754,323404,2745468,631258,1249494,1607006,872128,1616895,538454,377401,199675,1481668,1090487,1835243,736822,698344,4165854,509530,257525,346262
936600,2025-04-01 00:00:00,6762549,4571077,1567940,1890528,1352103,629387,464119,2564608,3042706,670735,860214,341502,279578,548667,414592,213559,1243149,368755,165266,4979709,4439613,389466,529625,197133,1652435,2036880,803120,1810956,404381,2428725,291608,54969460,240866,1450941,366113,25157163,38224157,21089274,1059439,1255945,1127201,3084121,762848,762678,1038586,217480,272111,325491,1064853,212977,4298129,920637,128786,794258,5262733,2180870,409182,206222,811410,484734,1073850,324309,1524414,408080,862077,950043,2225689,334287,926233,241861,1439121,539089,244694,2215963,421461,284863,1152285,695092,397377,12103151,4320899,2183392,1965810,1052428,889505,2072462,714800,2991646,230167,599287,5348919,540871,653973,656833,2877065,1290647,3003760,360026,427396,3385973,1163745,1232737,389735,124692,4579444,1400880,849807,497887,391803,317200,2623396,602656,1258791,1618736,858089,1618098,541139,368005,193113,1576907,1076751,1772677,735806,699423,4029129,507408,250063,329653
918583,2025-05-01 00:00:00,7765260,4846176,1683865,1978610,1399116,664773,491430,2782024,3271990,716657,914133,370975,294212,599591,435122,229357,1349723,395560,170954,5207999,5069706,412463,529710,220091,1330990,2208664,883341,1936047,427289,2562256,311235,57048117,250941,1538117,401097,24220419,40907203,21704114,1157505,1363276,1085104,3299076,825511,819970,1055018,232632,249510,328091,1131859,212703,4627801,864571,138799,846952,5768627,2366036,417248,226061,889867,531585,1145363,345171,1649244,440636,924565,996705,2389617,353563,990801,262349,1512098,593786,264828,2321340,441623,294565,1207225,740627,369839,13229341,5605246,2299570,2135299,1104747,948837,2124189,739495,3195654,248972,657744,5715759,572959,695905,663036,2853073,1289170,3224713,368772,447471,3547107,1158420,1304188,401861,121751,4812135,1515581,931232,512313,415196,331907,2804478,647625,1303906,1750526,920670,1708034,538787,388086,210942,1789709,1133208,1909719,804680,730513,4119163,541439,267720,356471
781011,2025-06-01 00:00:00,8181648,4883254,1711615,1932459,1402275,604436,459534,2770228,3261703,698984,924506,371084,303979,580227,423684,225129,1286568,377557,162830,5025461,5019359,407837,517528,201467,1296309,2079787,863891,1871808,420833,2485323,291645,57536761,248837,1475786,387596,23000383,43585120,21391522,1142169,1338124,1085901,3199626,800476,787948,1082615,219874,239200,306361,1099682,209571,4466050,794141,138819,822510,5811705,2263330,386487,221875,866131,516700,1115087,329069,1618264,422824,900653,741291,2292271,348021,968341,257249,1467500,570059,255448,2277555,423349,289655,1161398,728082,361695,13332638,5416273,2335797,2103979,1120360,957534,2161242,710203,3053288,232336,596825,5550025,578846,696059,605461,2705551,1231391,3159303,347786,440896,3478935,1134088,1341184,407854,137275,4652349,1473295,938841,496763,401557,315190,2732159,630852,1258021,1721789,899127,1727689,522463,384349,196105,1995218,1088424,1723262,761068,696763,4118777,543871,266817,362319
