Acapulco de Juárez,Date,Tijuana,Mexicali,Ensenada,La Paz,Los Cabos,Campeche,Ciudad del Carmen,Torreón,Saltillo,Piedras Negras,Monclova,Acuña,Ramos Arizpe,Colima,Manzanillo,Villa de Álvarez,Tuxtla Gutiérrez,Tapachula,San Cristóbal de las Casas,Chihuahua,Juárez (Chihuahua),Delicias,Cuauhtémoc (Chihuahua),Nuevo Casas Grandes,Azcapotzalco,Coyoacán,Cuajimalpa de Morelos,Gustavo A. Madero,Iztacalco,Iztapalapa,La Magdalena Contreras,Álvaro Obregón (CDMX),Tláhuac,Tlalpan,Xochimilco,Benito Juárez (CDMX),Cuauhtémoc (CDMX),Miguel Hidalgo,Venustiano Carranza (CDMX),Durango,Gómez Palacio (Durango),León,Irapuato,Celaya,Guanajuato,Salamanca,San Miguel de Allende,Chilpancingo de los Bravo,Pachuca de Soto,Tulancingo de Bravo,Guadalajara,Puerto Vallarta,Lagos de Moreno,Tlaquepaque,Zapopan,Toluca,Texcoco,Cuautitlán,Atizapán de Zaragoza,Coacalco de Berriozábal,Cuautitlán Izcalli,Chalco,Ecatepec de Morelos,Ixtapaluca,Metepec (Edomex),Huixquilucan,Naucalpan de Juárez,Tultitlán,Nezahualcóyotl,Los Reyes La Paz,Tlalnepantla de Baz,Tecámac,Lerma,Morelia,Uruapan,Lázaro Cárdenas (Michoacán),Cuernavaca,Tepic,Bahía de Banderas,Monterrey,San Pedro Garza García,Guadalupe (NL),San Nicolás de los Garza,Gral. Escobedo,Santa Catarina (NL),Apodaca,Oaxaca de Juárez,Puebla,Tehuacán,San Andrés Cholula,Querétaro,San Juan del Río (querétaro),Corregidora,Othón P. Blanco,Benito Juárez (quintana roo),Solidaridad,San Luis Potosí,Ciudad Valles,Soledad de Graciano Sánchez,Culiacán,Mazatlán,Ahome,Guasave,Salvador Alvarado,Hermosillo,Cajeme,Nogales (sonora),Guaymas,San Luis Río Colorado,Navojoa,Centro,Nuevo Laredo,Tampico,Reynosa,Matamoros (tamaulipas),Victoria (tamaulipas),Ciudad Madero,Altamira,Apizaco,Tlaxcala,Veracruz,Xalapa,Coatzacoalcos,Boca del Río,Mérida,Zacatecas,Fresnillo,Guadalupe (Zacatecas)
408034,2013-10-01 00:00:00,1419556,1835217,568893,521259,599777,169162,205755,1186035,1375183,232747,261153,103077,80868,276143,113552,69457,439996,107334,61241,2596902,1376864,239366,219536,89665,534085,1692547,992207,623023,305225,785262,254636,4523154,45345,1201835,129505,3332923,5454464,4378551,670380,582112,318533,1120305,361906,401972,575757,119504,86398,119590,591807,151594,1979275,386133,55083,172218,2719804,998516,126269,89478,362936,217535,545588,93748,592546,138337,474897,591378,1303276,165965,368166,48262,892042,118467,245839,847304,183670,105610,797172,347164,129658,3902189,1085422,490232,592839,145352,203324,392793,344812,2099751,100226,204161,2074524,162341,198253,275891,1490771,635429,1253086,96351,66723,1386850,393797,388481,132004,65432,2185274,605625,280194,164528,164671,155207,914825,260211,622931,575994,298235,745040,172568,93125,100341,93210,385404,669770,280563,373153,1284167,211525,42044,84556
354364,2013-11-01 00:00:00,1094847,1600308,501247,487418,446304,167376,181631,967757,1022049,95834,209234,49953,55246,238396,105514,57855,399712,108893,49110,2074567,1127191,179137,160809,77652,462510,1293275,921261,457636,247554,644969,178692,4332761,43810,949492,106084,2627073,5161364,3567377,516227,472096,249437,992062,274933,343013,552553,99130,87308,126721,433436,79230,1508909,303901,52346,120980,2356412,990964,109931,82883,347471,184037,451484,69570,548547,118717,446120,543137,1195004,118326,240051,40853,852873,109301,220625,743570,176492,90456,691341,298051,92710,3311246,1000490,380581,478753,88091,162819,351754,330615,1569336,87965,164201,1771571,129601,168237,250286,1285348,447682,1060286,77425,50888,1273498,350278,326984,121280,53664,1863191,529765,245294,156632,141845,132924,696445,154836,505845,457710,212956,672231,124615,72227,86271,79559,299833,625727,258251,283147,1100742,221948,37169,75589
489677,2013-12-01 00:00:00,1203936,1788462,561441,588707,472633,232154,211249,1259322,1042095,104934,239796,67952,60391,279006,131252,69124,531379,124341,59663,2304075,1278715,178017,177184,85553,488775,1455905,1038305,552217,245153,800549,198303,4456081,50895,1099816,116532,2899154,5584883,3676368,549006,518916,326201,1091886,346702,371229,603456,102763,96008,178438,521709,88316,1781007,381353,48774,203868,2511978,981689,136993,97425,330895,244920,575043,89046,692419,133286,531931,584070,1466731,137523,273282,51952,984990,131944,315525,844744,218461,113214,770450,369998,112420,3656639,1096501,442539,549956,100723,234679,416865,405648,1890071,84752,149553,1916351,167701,174574,205148,1642591,510802,1217713,114677,47641,1502786,429194,381714,178849,62459,2138961,585616,298896,177680,138938,176231,842307,173975,595755,507869,248375,817086,147218,79101,95420,99406,395300,741379,313447,348961,1291647,200897,62040,105687
438930,2014-01-01 00:00:00,924929,1918153,432361,484670,443055,205239,167015,1101152,932029,88644,211121,58020,52233,270119,110529,50708,455073,107900,48725,2217792,1061492,164909,157759,71808,408086,1151540,874463,392797,210466,639102,149849,4441431,42841,861243,101839,2509666,5158177,3097599,432798,467255,291197,848506,312059,310406,593537,80068,91104,173977,478742,76394,1469859,351176,40910,177125,2132189,1097706,120519,85481,274106,208248,462503,75376,610850,110872,444325,442377,1155711,127303,233647,42913,780072,113066,258078,787262,199374,97547,658465,322960,110451,3122682,847040,385598,457981,86691,207485,391355,359798,1599585,71890,131836,1642308,149460,170251,250495,1539613,523950,1061313,95476,46918,1351148,337341,295398,135958,46275,2042905,474767,242372,151709,102930,144433,702896,144604,433721,444422,216064,905098,104325,61205,89277,90745,315105,674467,258552,280417,1079721,169044,53844,99237
368843,2014-02-01 00:00:00,898121,1863205,440396,489717,471725,177579,162663,1069708,921852,86534,203427,58093,54676,262809,103371,44941,429810,88847,42456,2175367,1040797,169167,157760,71765,395241,1048927,840404,398181,214894,586477,144061,4505323,40998,797547,95914,2312907,4915471,2901994,435788,449902,290890,763140,300962,294522,585591,78524,91720,164021,442909,74212,1392489,339719,39468,185447,2073351,1050595,107659,82223,265181,179605,405112,68723,536618,87166,403584,414391,1032054,121235,198739,38431,737751,100609,205166,719604,182454,88766,614015,312850,113975,3089829,828477,372131,469952,81876,206516,388185,326259,1502864,65385,146366,1592280,140804,158154,240550,1482598,491456,1019935,91642,46002,1290126,313454,275946,128923,42975,1963277,473395,233693,139850,104779,125516,698069,141062,410716,449638,212522,851957,98810,58087,78027,84136,295015,632141,257039,242370,1047168,161982,54241,102395
378630,2014-03-01 00:00:00,961159,2052170,453217,531433,508067,191383,169733,1148618,976072,97308,216879,63986,59392,266797,107132,50309,454213,95798,45153,2368971,1094970,177274,166236,75162,411284,1141103,962761,412484,219324,621426,155030,6037212,42908,861383,102603,2464719,5174711,3048802,441531,467631,311085,811241,334723,309546,695211,84177,104816,170865,471840,77496,1443828,354274,43107,207643,2387791,1183780,117437,89333,275351,196222,442247,73272,589808,99645,448769,479156,1159948,131640,209503,40841,811050,109836,239625,759398,190291,96031,708664,333043,116554,3516665,897805,409284,495303,85719,231884,431899,334595,1685878,69754,147399,1815383,152767,186289,256441,1634208,487324,1092002,95424,48154,1383200,334377,300281,139648,45981,2140548,501244,259184,158722,107221,138688,708401,158705,421060,486725,233265,918435,107882,61810,88342,88447,310875,665565,269643,262997,1075163,179577,57478,112369
478730,2014-04-01 00:00:00,1246753,2239004,515846,566062,624610,199639,178124,1359958,1277144,251164,261983,115288,78466,288604,115992,59856,486176,100974,59174,2828048,1293208,208462,228462,87227,537635,1549844,1282945,584341,237416,778743,220351,6149198,37020,975497,126032,3177110,5056816,3514853,572540,565873,374006,997778,415133,365517,697657,95979,110885,192315,621484,166681,1844279,445316,43991,251287,2567854,1175616,143622,102000,293606,226737,555391,99252,642254,138777,467755,521206,1219591,181031,366646,55854,847624,139908,266214,829117,183255,104411,801249,392464,168616,3740324,897503,481392,584300,143189,255261,465979,365802,2186701,80423,179436,2024524,190224,185677,290812,1846290,738060,1274288,113090,66267,1456127,409235,362789,145927,51613,2440601,562908,282310,164997,131138,160252,885493,257315,501098,595463,304443,920979,146281,78254,95917,105160,386363,707646,286882,371625,1287630,194711,62143,111122
477278,2014-05-01 00:00:00,1399214,2432003,542599,584829,617509,247900,242193,1577894,1567453,312163,336487,187039,94555,334135,123004,62451,531973,112025,59852,3145175,1497862,233266,244024,90531,456558,1374017,1176487,423972,224473,622026,250770,5998810,43092,1173794,137695,2514515,5103096,3894770,646378,640906,401885,1135682,464037,404425,741569,109037,91807,176576,667810,174745,2022537,428973,47500,283004,2911245,1305678,153976,113116,374479,270999,646075,107619,741801,143058,554095,583062,1493522,188086,417088,65913,937349,165184,280785,951302,210739,117291,891384,422421,147037,4674320,1118469,697466,779969,225486,339576,539512,398742,2384244,97822,203419,2249815,205344,203658,289767,1889825,728339,1504288,136095,67971,1614838,411313,390087,161237,54277,2636000,609087,306978,175128,132533,169231,1085050,313700,673428,757734,369717,1017800,182339,95704,106604,106519,443174,795394,332495,395201,1481468,214294,69300,124491
459370,2014-06-01 00:00:00,1392047,2367407,542596,567284,610194,245045,237960,1549904,1553828,317073,336910,189407,96123,327014,119068,62824,515011,111495,55580,3141179,1511448,236542,247090,92020,636688,1756023,1378040,713592,247348,905931,248542,6251014,44285,1161980,135150,3343683,5918332,3792939,641604,645702,403525,1131094,459517,402471,714285,103870,92886,166603,655694,176891,2006292,440467,47131,273434,2884744,1261235,154271,113893,379510,271864,648831,109893,746090,145029,554947,559025,1501081,189930,422369,68137,925352,168549,280878,950327,206084,120902,877021,410361,146537,4567052,1095009,703867,774522,237434,337667,541914,388335,2349002,97237,192076,2232917,201662,191216,281272,1866000,729096,1477713,129211,69303,1570667,405745,394993,158235,54077,2658252,607818,305983,176710,131822,171025,1100048,318731,666785,779814,368417,1004783,178529,95134,109704,106895,437270,774537,338156,384926,1458437,214106,68957,122036
582206,2014-07-01 00:00:00,1409117,2408608,713023,654034,735136,262558,238573,1513984,1422718,277925,360071,147458,64368,364010,150922,55278,642996,122089,68439,3054359,1614269,249224,336921,90427,562790,1634948,1386632,689628,256818,865337,237593,6748125,72165,1265502,149238,3233592,5949834,3934876,613205,752950,475907,1299816,419658,414592,839236,99171,133418,229563,660608,135322,2263798,601159,51673,293703,3167723,1323453,166592,102072,511144,283803,594781,118978,800987,144443,602759,616683,1545224,192779,321890,66753,1003687,162996,279982,1013485,223464,115825,1008967,420186,187219,4736343,1075211,736168,800037,235325,353335,569955,508431,2126569,102893,157716,2451911,229957,226690,326604,1937461,745423,1482638,171392,57262,1661801,535172,397847,166769,59052,2685994,600994,313138,188989,143855,182702,1166825,263133,729854,754446,343876,1055197,216105,113055,117802,108443,504484,893713,351163,391904,1575210,230800,76651,124856
699697,2014-08-01 00:00:00,1640438,2573626,626676,691876,711143,290815,299464,1729281,1772071,349985,411163,219902,94797,410593,151423,65324,698711,183461,86924,3478522,1596191,278244,282189,94018,831105,2188156,1641573,1058707,331742,1125291,268173,6638013,45136,1531544,154737,3980724,6476209,4316918,809956,776481,424936,1542765,554923,488839,788234,135479,113571,224603,787766,209498,2261098,550733,50205,394503,3421332,1472540,237436,144752,507847,388913,898996,132140,957016,196931,680059,770128,1819182,212778,542583,87077,1226823,288590,309050,1167511,260305,145102,1108698,490703,193105,5239458,1218655,894302,963088,294354,411422,688973,502918,2677161,145780,257485,2653928,233769,232380,351595,2334275,955810,1707957,159333,72310,1732959,519589,469138,179996,58729,2872093,688326,333643,212091,143753,193845,1419881,357498,881563,886708,478141,1168813,220505,127019,116671,116635,634165,1061336,433489,477305,1825733,257866,82182,124583
591561,2014-09-01 00:00:00,1610533,2534204,571471,521949,459333,279775,289991,1639005,1729750,288058,404580,216280,95849,383409,135058,63612,678014,171338,81928,3389444,1606572,270056,277493,91879,825890,2097835,1635880,1050540,322993,1108579,270089,6359245,48009,1521296,156900,3824222,6251321,4111886,795022,748218,396779,1470032,526156,469990,739016,131473,106146,209450,749940,202607,2170219,486143,47424,387298,3358701,1405203,225347,132991,507473,361622,859353,123750,902466,190631,645157,753275,1738670,205143,533149,88478,1205887,279521,283876,1127525,245620,138783,1069820,454878,164144,4952169,1173816,855225,924515,285598,394360,658681,455435,2559799,138849,265602,2571318,228166,221651,325779,2069476,858051,1646682,150987,73033,1724641,467580,453853,171260,57036,2873601,666060,329832,200659,160519,190351,1375938,343451,831765,861058,452753,1150265,217885,122224,117664,105140,585685,1013435,422524,444626,1748585,240922,76700,119532
579183,2014-10-01 00:00:00,1645366,2579740,589153,642910,476709,294509,306694,1709905,1786433,297300,414977,222446,99150,396215,145729,64950,693246,183820,85767,3509118,1605794,276970,287824,91005,860648,2209076,1755736,1094623,348313,1154949,290338,6836015,48414,1583259,161115,4053145,6745884,4369155,849915,788422,416866,1540140,543195,485008,794862,133280,104562,201210,732704,208677,2276957,515835,48872,406553,3508456,1535959,233103,138153,527669,376894,884638,127336,935342,194460,681539,806363,1876788,219144,561364,90505,1285353,293896,308894,1181076,255355,141206,1105992,484211,179581,5241382,1234363,902863,978219,293728,425753,692092,481494,2696310,152758,279281,2740490,233025,241945,338586,2145805,895190,1726025,157491,75656,1813229,473190,477920,185360,59745,2939253,699323,341276,211702,144033,203484,1443139,367471,867530,890798,476502,1198687,223631,128828,119241,110776,642042,1096441,435128,466849,1830186,258098,81762,131653
379255,2014-11-01 00:00:00,1136094,2151568,500499,545383,393275,224709,187910,1211434,1057035,108183,233181,64747,59537,281621,117217,55324,490671,110590,49922,2658152,1201172,198883,196884,73154,516585,1352762,1380874,459419,245606,789820,166135,5946487,48155,1010306,109200,2644502,5622796,3241549,515624,520629,332681,993519,368242,358694,761924,90160,108379,177488,528721,97423,1619352,371391,47541,229297,2722405,1375357,162224,126798,369944,248716,539372,93598,688145,128824,497795,654488,1453583,165034,283947,57804,919921,143668,282642,976628,206068,102091,816132,361911,115679,3847518,913522,441036,535200,108052,237307,506315,345637,1898631,84784,162090,2093892,177659,208723,260023,1577415,503708,1232119,107558,54728,1491524,367658,329755,164510,52465,2192958,503738,254712,163489,112552,152279,797861,157490,443377,508188,245614,970581,118897,76882,91206,101977,342979,767425,291854,305499,1214125,210506,66630,123084
548943,2014-12-01 00:00:00,1310974,2346555,555044,629465,511371,292668,236639,1381510,1245914,121386,271488,75363,68516,322855,149148,62764,596187,142384,64399,2888969,1373249,227583,220823,82779,557581,1550514,1451108,528196,257524,908362,186044,6526183,50976,1144264,118468,2887102,6480073,3389219,551012,599486,370750,1138052,410718,415048,858590,108595,118069,242212,603640,117982,1870375,447117,52143,237334,2995456,1589699,185139,144685,392856,287189,649327,106874,779379,147533,576471,672849,1706557,183411,330719,67481,1028078,162889,352226,2392124,237031,128566,941667,431090,146522,4248407,1027865,490814,607233,136534,261109,559202,421042,2204811,98928,163264,2328640,203486,216709,323270,1847266,616937,1442827,132495,65416,1761357,459955,399946,196951,61377,2470828,579911,267483,187858,120721,189883,957582,184754,536991,559545,281978,1140342,143719,90025,108816,111952,408969,914663,356994,396108,1458993,242540,74728,131623
518589,2015-01-01 00:00:00,1214862,2138969,503226,564174,489641,233562,205803,1221470,1050803,110881,236999,62570,61255,290572,132308,55086,490910,115727,54467,2631831,1181060,204121,202412,72813,510646,1373303,1406715,749861,251741,790873,169125,6204420,48172,1018006,111599,2691029,5775969,3215049,487665,528468,334795,937664,364841,366890,746012,94847,118451,215731,534396,104569,1590968,445863,44373,221169,2621512,1411304,157805,122159,366393,248731,529456,96038,657508,125550,499259,644762,1491318,166017,283969,57092,906679,145625,244342,2594387,209804,111198,836607,368103,158909,3681837,872259,422913,519111,115815,232383,503477,358575,1909945,87017,164913,2071347,180365,224474,322638,1777967,647113,1207758,110686,61161,1504710,382277,326480,164672,48500,2178243,498439,240995,165513,108103,160159,802277,154650,435912,483217,246059,989642,126015,76270,95318,98055,355435,775594,299019,332552,1213903,199020,64195,123178
384875,2015-02-01 00:00:00,1087042,1958093,431199,506769,446319,204431,175490,1089188,955735,100901,210335,56095,51734,257055,110315,48139,426196,99178,40682,2373839,1099609,173106,173444,63130,430057,1189843,1321168,635793,301631,659740,153694,5833435,41325,882252,94411,2335318,5173668,3014966,417906,454475,294269,818007,321297,312859,682369,81023,114032,176584,461809,89402,1444159,371816,40754,197314,2415620,1241262,135286,104418,316108,210880,438190,80012,563382,99297,435128,589294,1255118,141512,234154,46182,803223,123648,204541,2724389,178554,100370,727958,322715,134045,3453187,824442,390305,477238,101793,217201,468526,304691,1690615,75302,152283,1855346,157584,205156,278824,1532335,510152,1084468,96234,53844,1389087,332832,289185,147587,41285,1986552,440732,229672,148121,92752,134824,688537,143773,377680,440768,238046,925793,111137,67936,84239,87919,300342,681234,260017,275116,1067170,176124,56940,109786
660377,2015-03-01 00:00:00,1488511,2470802,548960,719190,659796,301808,301623,1462638,1467074,214913,377632,162516,74276,369590,155507,57573,662044,181832,77233,2953225,1468029,236560,225625,76472,731387,1849522,1788846,1194909,523584,1086312,207933,7041051,50681,1437939,143943,3571763,6484891,4038445,732633,671351,363059,1385560,478351,458035,791588,129511,126287,242204,628573,117357,1928876,524127,46922,363435,3193322,1630563,229805,149379,491144,367282,779334,116083,903785,179703,657035,829097,1915061,180273,421216,78016,1217868,253972,315134,3037016,258883,140557,1076472,451421,195508,4978473,1282456,818925,880664,250602,379823,711378,466412,2317632,143745,241190,2530222,211506,252500,385760,2308430,766348,1526916,145128,71004,1795623,485136,417650,191280,53772,2668577,616427,304686,223671,119383,188141,1202569,252435,761328,758334,402467,1176193,216681,112203,106354,101102,529864,1031725,408909,391585,1696309,258024,78551,137537
700896,2015-04-01 00:00:00,1417197,2326828,535866,680319,615143,289746,292681,1409185,1385707,208138,361492,149413,71111,349453,157603,53077,631394,175780,79624,2792367,1383326,226939,218886,71264,689044,1777896,1688354,1131378,296031,1028796,192057,6638253,48106,1359814,136846,3305093,6341373,3870911,687573,646529,353026,1326951,466202,445453,762286,127316,126270,238397,600881,113517,1813887,487387,44966,347315,3011933,1481458,219411,143722,456279,353164,740337,111094,856783,171157,612072,761515,1810902,175147,393640,76645,1140983,240714,264186,3063956,251452,130905,1053285,431522,184185,4664126,1194490,772850,838631,234881,359783,675532,448192,2195763,138293,230228,2445561,208456,239989,372809,2179190,756749,1469728,148139,74377,1683441,481446,395782,182942,51657,2483631,590371,285062,216144,118032,180769,1142910,245205,765827,723247,383748,1103160,228228,110531,99865,96707,543615,1007141,410575,403458,1608030,261489,79132,132448
641942,2015-05-01 00:00:00,1521682,2536464,568165,699630,609006,307236,306574,1562700,1590689,228842,387105,164764,78685,372895,151936,57498,673331,185476,79455,3072879,1542657,245437,237000,84381,745072,1888940,1882492,1215325,315662,1111088,215012,7133164,50183,1464128,144967,3575400,6372138,4141097,758779,698782,389304,1449434,513726,482205,813245,133842,117303,232929,635219,122010,1961968,434602,49289,373369,3314981,1648240,232405,154588,487537,382656,808847,118212,942933,184500,660007,835934,1983087,182495,425456,80797,1225551,260914,294159,3326990,266310,138862,1085953,457191,154280,5160540,1331569,828276,906771,255888,384772,734982,471286,2363038,147003,250348,2649806,221239,259898,377388,2210293,719496,1597906,148599,79108,1818259,476451,426466,194254,55415,2683684,642675,309851,221714,132805,194025,1235570,268984,816236,797545,410048,1164771,239251,126943,108118,102328,559448,1073453,432472,425628,1713633,279899,85612,144400
571162,2015-06-01 00:00:00,1538283,2500506,565943,667831,598216,299885,301618,1467213,1542898,224281,377992,161095,76329,357899,147734,55921,630534,178155,72600,2989279,1587017,237748,237936,81046,731992,1874163,1958808,1208060,283436,1119071,211135,7058840,48524,1439717,144289,3545530,6227508,4083191,741537,670322,361209,1405522,494120,448908,749389,110389,112120,213624,617030,112221,1928312,415368,46779,349968,3191798,1569200,242915,159515,474649,375260,779199,114024,839953,185522,647822,808008,1948483,186711,427340,82758,1174588,254939,277765,3780419,262417,143483,1046819,437417,146784,4967436,1287276,804845,892061,253241,369874,741594,437645,2329968,139447,244309,2557209,213407,249720,367686,2120933,692641,1526206,145269,78173,1784241,457158,414476,185289,53397,2609622,569751,304025,191690,126615,175001,1201652,263804,824177,786657,405400,1083858,239469,130900,105878,93952,535663,1015505,413086,411667,1660390,265948,75646,137109
732183,2015-07-01 00:00:00,1585148,2504793,603420,708999,634234,325244,313003,1514996,1550682,222039,380077,156727,74671,369843,162783,55420,628866,170758,86979,2933892,1562813,222808,233312,84739,757922,1906550,2088718,1283893,304118,1106992,217002,7145469,56198,1488040,154412,3653663,6700162,4143126,796768,675628,376317,1508253,494645,465152,822418,113766,139128,256191,657897,120631,2056859,446642,49142,357521,3314900,1592959,222264,147815,474089,365994,751683,122223,850181,189062,674001,807301,1955841,201070,456405,90481,1122899,267521,295765,4195439,277544,146629,1104397,471807,152348,5032500,1300644,812423,914111,263181,357128,771694,490089,2418752,129941,248739,2597393,226370,246326,409729,2335945,807685,1616371,155751,82781,1758943,514381,424535,195592,56241,2576272,580356,302527,202291,132334,188549,1267246,311672,844110,795293,447353,997231,262983,134755,111223,98638,578700,1077131,433502,468358,1696970,264330,79130,137525
747248,2015-08-01 00:00:00,1623357,2592197,625823,713665,617275,319350,315711,1546685,1590866,230554,378285,162181,80578,375586,163507,54042,656964,180741,87809,3030342,1573251,223646,238875,86964,722125,1894386,2410901,1325834,308148,1359658,221521,7163205,57949,1527211,167295,3819932,6613177,4280667,816513,682263,394862,1546200,511358,482096,843985,117502,142673,263479,679122,123642,2171911,444393,50027,385536,3482645,1579446,229212,149984,498473,381693,775391,131359,885236,194486,680094,737490,1991201,210376,482860,95596,1155243,283774,294382,4236538,285557,151286,1128751,485696,148803,5341203,1372053,907844,943771,276187,370501,803032,492235,2517480,136097,288543,2719860,229746,248412,399899,2320825,766546,1653940,148152,83788,1796698,514636,435154,201137,55208,2690780,601906,308434,205349,139754,194347,1284444,301476,857944,827053,451415,1032638,268484,138859,114394,95554,611925,1110417,443462,478297,1703866,267994,80288,140994
676249,2015-09-01 00:00:00,1920257,2877432,679845,702941,680425,336230,330691,1809813,1868916,326266,434411,225208,108644,399888,159768,63064,688509,169896,93744,3628684,1812990,302927,351679,94914,824106,2412494,2540961,1416383,404672,1316739,233182,7492031,59879,1658494,200418,4103104,6719397,4603481,972358,799503,450320,1648433,567877,519231,815229,124149,136509,215503,765813,211336,2546900,501965,49513,448932,3843630,1550598,218410,147334,537527,417016,856856,146150,903413,210679,701388,748743,2048140,259235,669985,102954,1201132,284745,287736,3216007,290790,160133,1194287,508715,165187,5507099,1388010,906323,1010935,322716,387783,784663,479168,3065703,167222,364025,2972244,261937,234579,407962,2409534,992321,1815548,144502,111713,1994859,530609,494512,219902,62351,3063758,727970,382905,204312,161800,222468,1531150,429317,924502,1026918,574138,1039774,313453,157719,134444,109656,653653,1093370,462461,535229,1861762,251333,78909,138705
658669,2015-10-01 00:00:00,1898510,2861294,679230,728096,747929,350498,331720,1846720,1885617,328037,440223,232588,107071,399896,154947,83021,706629,171192,92849,3682871,1819329,299872,349526,94865,820254,2442139,2679127,1421610,410205,1311055,248463,7836981,66269,1671277,205926,4182859,6827312,4722418,1024624,822781,446190,1676844,575268,523706,879070,127748,139723,229042,780104,211592,2586928,514231,51068,453999,3908377,1639629,221764,147524,547870,435157,869083,145797,923017,208745,712067,774134,2102518,264412,684866,102537,1211587,281321,308784,2567145,298926,162693,1226900,502530,171569,5655586,1418813,918470,1007366,326834,409683,815513,474581,3114806,172460,396083,2981582,266437,268310,409523,2380309,984155,1870389,134684,111174,2023673,518734,493476,212974,56381,3129101,744452,391231,192785,146046,219256,1540695,443166,874472,1061314,589432,1078619,294895,138274,140119,112224,668433,1117218,463396,526141,1898932,256898,82630,145802
753423,2015-11-01 00:00:00,1922971,2847930,682452,762572,806081,376223,342351,1912564,1972130,335837,469800,244536,113704,427203,168732,71930,755977,189495,105356,3724373,1907559,303232,344320,96454,921389,2533389,2605273,1560903,411703,1366158,245600,7890628,69480,1802344,219022,4280646,7017878,4706539,1059836,887314,451077,1854472,602902,577903,885667,138768,147559,258443,865382,224998,2741196,603292,52146,493692,4099691,1722559,249017,160627,561357,496529,978407,159836,1033482,245417,803506,773671,2239256,261861,744770,112982,1254221,322961,320979,2218997,318949,173272,1333430,550400,204916,5839273,1466143,957984,1056299,360943,410454,849531,532648,3247543,184340,394463,3102284,279508,265738,446201,2561361,1066607,1992876,145888,116127,2026031,575788,515102,215682,56409,3131377,752555,401224,195365,162079,224705,1673657,449990,893653,1099566,609998,1082175,289739,122866,144008,114050,709000,1177845,496751,567846,2061480,282427,86112,150793
788788,2015-12-01 00:00:00,1659281,2637006,595637,773802,685732,400830,337781,1682502,1765206,244105,406403,172312,93629,440746,162250,63847,775880,237711,101983,3156245,1660171,234392,254429,92023,851896,2200270,2526096,1410566,361526,1175432,244567,7821701,69981,1673870,197685,3777859,7121334,4550115,945187,796574,397019,1695878,543442,542369,940063,123628,134421,309556,741929,126155,2386045,509171,53666,438588,3778763,1733620,236575,150181,508425,499500,919430,146385,1002567,231497,781388,732830,2147115,197402,543926,98212,1194162,314711,348230,2166901,322929,166654,1225379,537991,162658,5783646,1429589,893202,984118,308025,381142,797033,561139,2827782,153086,313253,2887934,240828,228920,467120,2373503,785699,1905253,155893,96436,1975525,530460,487743,221501,58222,2836316,657449,310073,193758,137287,204122,1483808,340728,859659,871253,488067,1146040,253507,109735,130464,102124,669541,1255500,506900,496995,2010391,301227,91787,153173
762457,2016-01-01 00:00:00,1578129,2457017,565329,734222,704907,331523,309441,1461227,1494111,238565,378330,173540,76503,390849,165312,64304,660698,204284,83675,2948714,1470151,230291,244790,80471,786346,2057034,2518711,1259185,312482,1101758,228749,7860133,66739,1496120,183926,3616965,6563450,4312096,872150,729685,385542,1430691,501572,501885,821536,115570,146121,278395,683574,115271,2077963,538492,51233,378497,3384031,1535345,209356,135468,490994,432407,785488,132947,908546,203678,697110,712009,1969438,192784,483227,91406,1145117,287294,278478,3646539,298019,153004,1120673,493603,182046,4847860,1158706,769261,820747,248556,337864,706851,521051,2414872,140788,313796,2644542,225795,245300,426449,2408645,875494,1595304,148295,94814,1778601,494698,452437,210267,58977,2612574,622243,312594,195939,140009,196326,1286543,316430,822442,740609,451228,1000441,275192,139380,119706,97650,593790,1112259,442160,445432,1724336,259218,81361,146035
730890,2016-02-01 00:00:00,1662786,2543063,584036,764129,675330,345857,327328,1547993,1665738,241823,398965,164852,92734,393325,162394,61833,701256,226590,97795,2986902,1637196,227234,245497,82180,825051,2084985,2429887,1282967,389625,1101108,225521,7836302,68521,1541512,193401,3631780,6821024,4169479,926280,738897,391524,1560942,511709,512957,749052,116748,135668,254944,685902,115079,2240324,517650,51998,412162,3312868,1521920,180915,139083,479602,445603,816075,133993,914268,219185,709930,658104,1923173,194572,515111,91475,1138633,290568,268670,3750310,301956,158314,1112380,498335,175466,5264823,1348009,881136,961790,299137,370280,755999,514009,2494027,147254,318662,2560440,194042,206071,435896,2394191,815596,1682832,145702,95857,1858808,512119,476866,211263,60000,2630912,654968,317767,199010,139157,198297,1374947,340418,929997,854225,489345,967938,291522,131233,117030,96922,640681,1086038,476408,434530,1836430,267964,82360,142806
